SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-31-2018,Vacant Land,380 Abrego Lake Dr,Floresville,TX,78114,50000,,,Abrego Lake,,43560,,465,,27,Sold,,,http://www.redfin.com/TX/Floresville/380-Abrego-Lake-Dr-78114/home/145234516,Sabor,1300800,N,Y,29.22912,-98.200513
PAST SALE,September-13-2018,Vacant Land,125 Encino Blanco,Adkins,TX,78101,45000,,,Tierra Robles,,45738,,421,,,Sold,,,http://www.redfin.com/TX/Adkins/125-Encino-Blanco-78101/home/48535927,Sabor,1318345,N,Y,29.272264,-98.207888
PAST SALE,February-9-2018,Vacant Land,260 Broken Star Trl (lot 22),Poteet,TX,78065,22500,,,Alanna Heights,,43995,,637,,,Sold,,,http://www.redfin.com/TX/Poteet/260-Broken-Star-Trl-78065/home/48597500,Sabor,1200861,N,Y,29.126798,-98.57744
PAST SALE,November-9-2017,Vacant Land,529 Flower Trail Loop,Floresville,TX,78114,57500,,,Cimarron,,226860,,729,,,Sold,,,http://www.redfin.com/TX/Floresville/529-Flower-Trail-Loop-78114/home/48527363,Sabor,1258997,N,Y,29.265656,-98.251644
PAST SALE,January-19-2018,Vacant Land,1507 Meadow Gln,Adkins,TX,78101,58000,,,Whispering Oaks,,217800,,658,,5,Sold,,,http://www.redfin.com/TX/Adkins/1507-Meadow-Gln-78101/home/48536385,Sabor,1277102,N,Y,29.260559,-98.2273979
PAST SALE,January-25-2018,Vacant Land,4177 E FM 462,Moore,TX,78057,85000,,,Undefined,,439084,,652,,,Sold,,,http://www.redfin.com/TX/Moore/4177-W-Farm-to-Market-462-78057/home/108538804,Sabor,1249156,N,Y,29.0890256,-99.0734039
PAST SALE,July-26-2018,Vacant Land,LOT 1 FM 3175,Lytle,TX,78052,55000,,,Longhorn Estate,,74052,,470,,,Sold,,,http://www.redfin.com/TX/Lytle/LOT-1-FM-3175-78052/home/146393594,Sabor,1268630,N,Y,29.233294,-98.7964137
PAST SALE,May-22-2018,Vacant Land,825 W FM 462,Moore,TX,78057,99000,,,Not In Defined Subdivision,,666903,,535,,,Sold,,,http://www.redfin.com/TX/Moore/825-FM-462-78057/home/61682069,Sabor,1176584,N,Y,29.0560703,-98.9937028
PAST SALE,May-29-2018,Vacant Land,1460 FM 3175,Lytle,TX,78052,111000,,,Rensing,456944,456944,,528,0,,Sold,,,http://www.redfin.com/TX/Lytle/1460-FM-3175-78052/home/145266155,Sabor,1302116,N,Y,29.1988818,-98.7850791
PAST SALE,April-9-2018,Vacant Land,6594 Fm 3175,Somerset,TX,78069,229000,,,Not In Defined Subdivision,,989247,,578,,,Sold,,,http://www.redfin.com/TX/Somerset/6594-Farm-to-Market-Road-3175-78069/home/114023148,Sabor,1243986,N,Y,29.1955257,-98.7055636
PAST SALE,,Vacant Land,,Moore,TX,,24900,,,,,67082,,,,,,,,http://www.redfin.com/TX/Moore/Unknown-Unknown/home/110019973,,,N,Y,29.055298,-98.915247
PAST SALE,April-27-2018,Vacant Land,305 Hollow Rdg,La Vernia,TX,78121,37000,,,Oak Hollow,43560,57063,,560,1,,Sold,,,http://www.redfin.com/TX/La-Vernia/305-Hollow-Rdg-78121/home/48532025,Sabor,1302759,N,Y,29.295583,-98.109705
PAST SALE,January-9-2018,Vacant Land,259 Broken Arrow,Floresville,TX,78114,60000,,,Arrowhead,,256568,,668,,,Sold,,,http://www.redfin.com/TX/Floresville/259-Broken-Arrow-78114/home/48526684,Sabor,1264877,N,Y,29.183954,-98.30979
PAST SALE,July-6-2018,Vacant Land,307 Abrego Lake Dr,Floresville,TX,78114,44400,,,Abrego Lake,43560,43560,,490,1,27,Sold,,,http://www.redfin.com/TX/Floresville/307-Abrego-Lake-Dr-78114/home/145497878,Sabor,1307064,N,Y,29.230669,-98.199447
PAST SALE,November-20-2018,Vacant Land,2741 County Road 357,La Vernia,TX,78121,59500,,,Carpenter Ridge,,65340,,353,,,Sold,,,http://www.redfin.com/TX/La-Vernia/2741-County-Rd-357-78121/home/146266431,Sabor,1326464,N,Y,29.369717,-98.187992
PAST SALE,May-30-2019,Vacant Land,LOT 3A Whitetail Dr,La Vernia,TX,78101,147360,,,N/a,,267458,,162,,,Sold,,,http://www.redfin.com/TX/La-Vernia/LOT-3A-Whitetail-DR-78121/home/160602518,Sabor,1368050,N,Y,29.356348,-98.1155633
PAST SALE,April-27-2018,Vacant Land,12914 FM 537,Stockdale,TX,78160,104500,,,Not In Defined Subdvision,,479160,,560,,,Sold,,,http://www.redfin.com/TX/Stockdale/12914-Farm-to-Market-Road-537-78160/home/132802488,Sabor,1251976,N,Y,29.2024735,-97.9548471
PAST SALE,January-16-2019,Vacant Land,136 Grand,Floresville,TX,78114,45000,0,,River Bend,,10890,,296,,20,Sold,,,http://www.redfin.com/TX/Floresville/136-Grand-78114/home/146982837,NTREIS,13929141,N,Y,29.149808,-98.186117
PAST SALE,February-12-2019,Vacant Land,2193 State Highway 97 W,Floresville,TX,78114,100965,,,Not In Defined Subdivision,,439956,,269,,,Sold,,,http://www.redfin.com/TX/Floresville/2193-Texas-97-78114/home/143060242,Sabor,1345324,N,Y,29.0982965,-98.1879709
PAST SALE,February-11-2019,Vacant Land,0 Hwy 123 S,Stockdale,TX,78160,32500,,,N/a,,93654,,270,,,Sold,,,http://www.redfin.com/TX/Stockdale/0-Hwy-123-S-78160/home/145278130,Sabor,1302886,N,Y,29.2369085,-97.9600035
PAST SALE,February-22-2019,Vacant Land,193 Gentle Breeze,Floresville,TX,78114,27500,,,South Breeze Estates,56759,56628,,259,0,,Sold,,,http://www.redfin.com/TX/Floresville/193-Gentle-Breeze-78114/home/48536676,Sabor,1291760,N,Y,29.145864,-98.084217
PAST SALE,March-26-2019,Vacant Land,2 ACRES County Road 233,Floresville,TX,78114,48000,,,Not In Defined Subdivision,,87120,,227,,,Sold,,,http://www.redfin.com/TX/Floresville/2-ACRES-County-Road-233-78114/home/148433900,Sabor,1352771,N,Y,29.1335781,-98.1561192
