SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-9-2019,Vacant Land,SOUTHGATE,Brownwood,TX,76801,45500,0,,SOUTHGATE RANCHETTES PHASE 1,,152199,,102,,,Sold,,,http://www.redfin.com/TX/Brownwood/Southgate-Dr-76801/home/74989077,NTREIS,14218419,N,Y,31.673943,-98.953352
PAST SALE,January-31-2020,Vacant Land,7825 County Road 292,Early,TX,76802,55000,0,,Jenkins Spgs Sub,,93218,1996,49,,,Sold,,,http://www.redfin.com/TX/Early/7825-County-Road-292-76802/home/170113655,NTREIS,14241882,N,Y,31.74861,-98.8681328
PAST SALE,September-7-2018,Vacant Land,1 Oakdale Ter,Brownwood,TX,76804,64350,0,,Oakdale Terrace,,154202,,560,,,Sold,,,http://www.redfin.com/TX/Brownwood/1-Oakdale-Dr-76801/home/55060269,NTREIS,12092311,N,Y,31.683857,-98.956438
PAST SALE,September-7-2018,Vacant Land,2 Oakdale Ter,Brownwood,TX,76801,61425,0,,Oakdale Terrace,,160083,,560,,,Sold,,,http://www.redfin.com/TX/Brownwood/2-Oakdale-Dr-76801/home/55060270,NTREIS,12092333,N,Y,31.684136,-98.956955
PAST SALE,May-21-2019,Vacant Land,5831 County Road 594,Brownwood,TX,76801,117200,0,,Rolling Hills Estate #2,,74052,1992,304,,,Sold,,,http://www.redfin.com/TX/Brownwood/5831-County-Road-594-76801/home/161475263,NTREIS,14063863,N,Y,31.8379393,-99.0840195
PAST SALE,October-11-2019,Vacant Land,10220 County Road 130,Brownwood,TX,76801,54000,0,,Henry Graham Surv # 651 Abs 34,,359675,,161,,,Sold,,,http://www.redfin.com/TX/Brownwood/10220-County-Road-130-76801/home/146949046,NTREIS,14102189,N,Y,31.8516073,-99.1130846
PAST SALE,January-29-2020,Vacant Land,183 Valley View Dr,Brownwood,TX,76801,11000,0,,Hidden Valley Estates,,45738,,51,,,Sold,,,http://www.redfin.com/TX/Brownwood/183-Valley-View-Dr-76801/home/102153642,NTREIS,13281847,N,Y,31.809046,-99.088892
PAST SALE,January-29-2020,Vacant Land,186 Valley View Dr,Brownwood,TX,76801,11000,0,,Hidden Valley Estates,,43124,,51,,,Sold,,,http://www.redfin.com/TX/Brownwood/186-Valley-View-St-76801/home/102153643,NTREIS,13281849,N,Y,31.80898,-99.088579
PAST SALE,March-10-2020,Vacant Land,Turner Ranch Rd,Brownwood,TX,76801,100750,0,,Turner Ranch Estates,,39422,,10,,,Sold,,,http://www.redfin.com/TX/Unknown/Turner-Ranch-Rd-76801/home/74991188,NTREIS,13874934,N,Y,31.840487,-99.098746
PAST SALE,,Vacant Land,5609 Co Rd 614,Early,TX,76802,30000,,,,,218236,,,,,,,,http://www.redfin.com/TX/Early/5609-Co-Rd-614-76802/home/143476723,,,N,Y,31.764386,-98.887097
PAST SALE,April-9-2018,Vacant Land,9999 17th & Avenue M,Brownwood,TX,76801,142000,0,,D J Jones Surv 60 Abs #549,,836352,,711,,,Sold,,,http://www.redfin.com/TX/Brownwood/9999-76801/home/128021935,NTREIS,13300850,N,Y,31.692111,-98.988446
